instanceType,memoryPerInstance-GiB,vCpuPerInstance,gPuPerInstance,gPuType,gPuMemory-GiB,cPuType,cPuClockSpeed
t4g.nano,0.5,2,0,,0,AWS Graviton2 Processor,2.5 GHz
t3a.nano,0.5,2,0,,0,AMD EPYC 7571,2.5 GHz
t3.nano,0.5,2,0,,0,Intel Skylake E5 2686 v5,3.1 GHz
t2.nano,0.5,1,0,,0,Intel Xeon Family,Up to 3.3 GHz
t4g.micro,1,2,0,,0,AWS Graviton2 Processor,2.5 GHz
t3a.micro,1,2,0,,0,AMD EPYC 7571,2.5 GHz
t3.micro,1,2,0,,0,Intel Skylake E5 2686 v5,3.1 GHz
t2.micro,1,1,0,,0,Intel Xeon Family,Up to 3.3 GHz
t4g.small,2,2,0,,0,AWS Graviton2 Processor,2.5 GHz
t3a.small,2,2,0,,0,AMD EPYC 7571,2.5 GHz
t1.micro,0.613,1,0,,0,Variable,unknown
t3.small,2,2,0,,0,Intel Skylake E5 2686 v5,3.1 GHz
t2.small,2,1,0,,0,Intel Xeon Family,Up to 3.3 GHz
a1.medium,2,1,0,,0,AWS Graviton Processor,2.3 GHz
t4g.medium,4,2,0,,0,AWS Graviton2 Processor,2.5 GHz
c6g.medium,2,1,0,,0,AWS Graviton2 Processor,2.5 GHz
c7g.medium,2,1,0,,0,AWS Graviton3 Processor,2.5 GHz
t3a.medium,4,2,0,,0,AMD EPYC 7571,2.5 GHz
c6gd.medium,2,1,0,,0,AWS Graviton2 Processor,2.5 GHz
m6g.medium,4,1,0,,0,AWS Graviton2 Processor,unknown
c8g.medium,2,1,0,,0,AWS Graviton4 Processor,2.7 GHz
m7g.medium,4,1,0,,0,AWS Graviton3 Processor,2.5 GHz
t3.medium,4,2,0,,0,Intel Skylake E5 2686 v5,3.1 GHz
c6gn.medium,2,1,0,,0,AWS Graviton2 Processor,2.5 GHz
m1.small,1.7,1,0,,0,Intel Xeon Family,unknown
m8g.medium,4,1,0,,0,AWS Graviton4 Processor,2.7 GHz
m6gd.medium,4,1,0,,0,AWS Graviton2 Processor,2.5 GHz
c7gd.medium,2,1,0,,0,AWS Graviton3 Processor,2.5 GHz
t2.medium,4,2,0,,0,Intel Xeon Family,Up to 3.3 GHz
r6g.medium,8,1,0,,0,AWS Graviton2 Processor,2.5 GHz
a1.large,4,2,0,,0,AWS Graviton Processor,2.3 GHz
c7a.medium,2,1,0,,0,AMD EPYC 9R14 Processor,Up to 3.7 GHz
m7gd.medium,4,1,0,,0,AWS Graviton3 Processor,2.5 GHz
r7g.medium,8,1,0,,0,AWS Graviton3 Processor,2.5 GHz
r6gd.medium,8,1,0,,0,AWS Graviton2 Processor,2.5 GHz
m7a.medium,4,1,0,,0,AMD EPYC 9R14 Processor,Up to 3.7 GHz
r8g.medium,8,1,0,,0,AWS Graviton4 Processor,2.7 GHz
c7gn.medium,2,1,0,,0,AWS Graviton3 Processor,2.6 GHz
m3.medium,3.75,1,0,,0,Intel Xeon E5-2670 v2 (Ivy Bridge/Sandy Bridge),2.5 GHz
t4g.large,8,2,0,,0,AWS Graviton2 Processor,2.5 GHz
r7gd.medium,8,1,0,,0,AWS Graviton3 Processor,2.5 GHz
c6g.large,4,2,0,,0,AWS Graviton2 Processor,2.5 GHz
c7g.large,4,2,0,,0,AWS Graviton3 Processor,2.5 GHz
t3a.large,8,2,0,,0,AMD EPYC 7571,2.5 GHz
r7a.medium,8,1,0,,0,AMD EPYC 9R14 Processor,Up to 3.7 GHz
c6a.large,4,2,0,,0,AMD EPYC 7R13 Processor,3.6 GHz
c6gd.large,4,2,0,,0,AWS Graviton2 Processor,2.5 GHz
m6g.large,8,2,0,,0,AWS Graviton2 Processor,unknown
c5a.large,4,2,0,,0,AMD EPYC 7R32,3.3 GHz
c8g.large,4,2,0,,0,AWS Graviton4 Processor,2.7 GHz
m7g.large,8,2,0,,0,AWS Graviton3 Processor,2.5 GHz
t3.large,8,2,0,,0,Intel Skylake E5 2686 v5,3.1 GHz
x2gd.medium,16,1,0,,0,AWS Graviton2 Processor,2.5 GHz
c7i-flex.large,4,2,0,,0,Intel Xeon Scalable (Sapphire Rapids),3.2 GHz
c6i.large,4,2,0,,0,Intel Xeon 8375C (Ice Lake),3.5 GHz
c5.large,4,2,0,,0,Intel Xeon Platinum 8124M,3.4 GHz
c5ad.large,4,2,0,,0,AMD EPYC 7R32,3.3 GHz
m5a.large,8,2,0,,0,AMD EPYC 7571,2.5 GHz
m6a.large,8,2,0,,0,AMD EPYC 7R13 Processor,3.6 GHz
c6gn.large,4,2,0,,0,AWS Graviton2 Processor,2.5 GHz
m1.medium,3.75,1,0,,0,Intel Xeon Family,unknown
c7i.large,4,2,0,,0,Intel Xeon Scalable (Sapphire Rapids),3.2 GHz
m8g.large,8,2,0,,0,AWS Graviton4 Processor,2.7 GHz
m6gd.large,8,2,0,,0,AWS Graviton2 Processor,2.5 GHz
c7gd.large,4,2,0,,0,AWS Graviton3 Processor,2.5 GHz
t2.large,8,2,0,,0,Intel Xeon Family,Up to 3.3 GHz
m7i-flex.large,8,2,0,,0,Intel Xeon Scalable (Sapphire Rapids),3.5 GHz
m6i.large,8,2,0,,0,Intel Xeon 8375C (Ice Lake),3.5 GHz
c5d.large,4,2,0,,0,Intel Xeon Platinum 8124M,3.4 GHz
m5.large,8,2,0,,0,Intel Xeon Platinum 8175,3.1 GHz
x8g.medium,16,1,0,,0,AWS Graviton4 Processor,2.7 GHz
c4.large,3.75,2,0,,0,Intel Xeon E5-2666 v3 (Haswell),2.9 GHz
m4.large,8,2,0,,0,Intel Xeon E5-2676 v3 (Haswell),2.4 GHz
c6id.large,4,2,0,,0,Intel Xeon 8375C (Ice Lake),3.5 GHz
m7i.large,8,2,0,,0,Intel Xeon Scalable (Sapphire Rapids),3.2 GHz
r6g.large,16,2,0,,0,AWS Graviton2 Processor,2.5 GHz
a1.xlarge,8,4,0,,0,AWS Graviton Processor,2.3 GHz
c7a.large,4,2,0,,0,AMD EPYC 9R14 Processor,Up to 3.7 GHz
m5ad.large,8,2,0,,0,AMD EPYC 7571,2.5 GHz
c3.large,3.75,2,0,,0,Intel Xeon E5-2680 v2 (Ivy Bridge),2.8 GHz
m7gd.large,8,2,0,,0,AWS Graviton3 Processor,2.5 GHz
r7g.large,16,2,0,,0,AWS Graviton3 Processor,2.5 GHz
c5n.large,5.25,2,0,,0,Intel Xeon Platinum 8124M,3 GHz
r5a.large,16,2,0,,0,AMD EPYC 7571,2.5 GHz
m5d.large,8,2,0,,0,Intel Xeon Platinum 8175,3.1 GHz
r6a.large,16,2,0,,0,AMD EPYC 7R13 Processor,3.6 GHz
c6in.large,4,2,0,,0,Intel Xeon 8375C (Ice Lake),3.5 GHz
r6gd.large,16,2,0,,0,AWS Graviton2 Processor,2.5 GHz
m7a.large,8,2,0,,0,AMD EPYC 9R14 Processor,Up to 3.7 GHz
r8g.large,16,2,0,,0,AWS Graviton4 Processor,2.7 GHz
m6id.large,8,2,0,,0,Intel Xeon 8375C (Ice Lake),3.5 GHz
m5n.large,8,2,0,,0,Intel Xeon Platinum 8259 (Cascade Lake),3.1 GHz
c7gn.large,4,2,0,,0,AWS Graviton3 Processor,2.6 GHz
r6i.large,16,2,0,,0,Intel Xeon 8375C (Ice Lake),3.5 GHz
r5.large,16,2,0,,0,Intel Xeon Platinum 8175,3.1 GHz
c1.medium,1.7,2,0,,0,Intel Xeon Family,unknown
r5ad.large,16,2,0,,0,AMD EPYC 7571,2.5 GHz
r7i.large,16,2,0,,0,Intel Xeon Scalable (Sapphire Rapids),3.2 GHz
r4.large,15.25,2,0,,0,Intel Xeon E5-2686 v4 (Broadwell),2.3 GHz
m3.large,7.5,2,0,,0,Intel Xeon E5-2670 v2 (Ivy Bridge/Sandy Bridge),2.5 GHz
t4g.xlarge,16,4,0,,0,AWS Graviton2 Processor,2.5 GHz
c6g.xlarge,8,4,0,,0,AWS Graviton2 Processor,2.5 GHz
m5dn.large,8,2,0,,0,Intel Xeon Platinum 8259 (Cascade Lake),3.1 GHz
r7gd.large,16,2,0,,0,AWS Graviton3 Processor,2.5 GHz
m6in.large,8,2,0,,0,Intel Xeon 8375C (Ice Lake),3.5 GHz
r5d.large,16,2,0,,0,Intel Xeon Platinum 8175,3.1 GHz
is4gen.medium,6,1,0,,0,AWS Graviton2 Processor,2.5 GHz
c7g.xlarge,8,4,0,,0,AWS Graviton3 Processor,2.5 GHz
r5b.large,16,2,0,,0,Intel Xeon Platinum 8259 (Cascade Lake),3.1 GHz
r5n.large,16,2,0,,0,Intel Xeon Platinum 8259 (Cascade Lake),2.5 GHz
t3a.xlarge,16,4,0,,0,AMD EPYC 7571,2.5 GHz
r6id.large,16,2,0,,0,Intel Xeon 8375C (Ice Lake),3.5 GHz
r7a.large,16,2,0,,0,AMD EPYC 9R14 Processor,Up to 3.7 GHz
c6a.xlarge,8,4,0,,0,AMD EPYC 7R13 Processor,3.6 GHz
c6gd.xlarge,8,4,0,,0,AWS Graviton2 Processor,2.5 GHz
c5a.xlarge,8,4,0,,0,AMD EPYC 7R32,3.3 GHz
m6g.xlarge,16,4,0,,0,AWS Graviton2 Processor,unknown
i4g.large,16,2,0,,0,AWS Graviton2 Processor,2.5 GHz
i3.large,15.25,2,0,,0,Intel Xeon E5-2686 v4 (Broadwell),2.3 GHz
m6idn.large,8,2,0,,0,Intel Xeon 8375C (Ice Lake),3.5 GHz
c8g.xlarge,8,4,0,,0,AWS Graviton4 Processor,2.7 GHz
m7g.xlarge,16,4,0,,0,AWS Graviton3 Processor,2.5 GHz
m5zn.large,8,2,0,,0,Intel Xeon Platinum 8252,4.5 GHz
r3.large,15.25,2,0,,0,Intel Xeon E5-2670 v2 (Ivy Bridge),2.5 GHz
t3.xlarge,16,4,0,,0,Intel Skylake E5 2686 v5,3.1 GHz
r5dn.large,16,2,0,,0,Intel Xeon Platinum 8259 (Cascade Lake),3.1 GHz
x2gd.large,32,2,0,,0,AWS Graviton2 Processor,2.5 GHz
c7i-flex.xlarge,8,4,0,,0,Intel Xeon Scalable (Sapphire Rapids),3.2 GHz
c5.xlarge,8,4,0,,0,Intel Xeon Platinum 8124M,3.4 GHz
c6i.xlarge,8,4,0,,0,Intel Xeon 8375C (Ice Lake),3.5 GHz
i8g.large,16,2,0,,0,AWS Graviton4 Processor,2.7 GHz
m5a.xlarge,16,4,0,,0,AMD EPYC 7571,2.5 GHz
c5ad.xlarge,8,4,0,,0,AMD EPYC 7R32,3.3 GHz
i4i.large,16,2,0,,0,Intel Xeon 8375C (Ice Lake),3.5 GHz
m6a.xlarge,16,4,0,,0,AMD EPYC 7R13 Processor,3.6 GHz
c6gn.xlarge,8,4,0,,0,AWS Graviton2 Processor,2.5 GHz
r6in.large,16,2,0,,0,Intel Xeon 8375C (Ice Lake),3.5 GHz
m1.large,7.5,2,0,,0,Intel Xeon Family,unknown
c7i.xlarge,8,4,0,,0,Intel Xeon Scalable (Sapphire Rapids),3.2 GHz
m8g.xlarge,16,4,0,,0,AWS Graviton4 Processor,2.7 GHz
m6gd.xlarge,16,4,0,,0,AWS Graviton2 Processor,2.5 GHz
c7gd.xlarge,8,4,0,,0,AWS Graviton3 Processor,2.5 GHz
im4gn.large,8,2,0,,0,AWS Graviton2 Processor,2.5 GHz
t2.xlarge,16,4,0,,0,Intel Xeon Family,Up to 3.3 GHz
z1d.large,16,2,0,,0,Intel Xeon Platinum 8151,4 GHz
r7iz.large,16,2,0,,0,Intel Xeon Scalable (Sapphire Rapids),3.9 GHz
m7i-flex.xlarge,16,4,0,,0,Intel Xeon Scalable (Sapphire Rapids),3.5 GHz
m5.xlarge,16,4,0,,0,Intel Xeon Platinum 8175,3.1 GHz
m6i.xlarge,16,4,0,,0,Intel Xeon 8375C (Ice Lake),3.5 GHz
c5d.xlarge,8,4,0,,0,Intel Xeon Platinum 8124M,3.4 GHz
r6idn.large,16,2,0,,0,Intel Xeon 8375C (Ice Lake),3.5 GHz
x8g.large,32,2,0,,0,AWS Graviton4 Processor,2.7 GHz
c4.xlarge,7.5,4,0,,0,Intel Xeon E5-2666 v3 (Haswell),2.9 GHz
m4.xlarge,16,4,0,,0,Intel Xeon E5-2676 v3 (Haswell),2.4 GHz
m7i.xlarge,16,4,0,,0,Intel Xeon Scalable (Sapphire Rapids),3.2 GHz
c6id.xlarge,8,4,0,,0,Intel Xeon 8375C (Ice Lake),3.5 GHz
r6g.xlarge,32,4,0,,0,AWS Graviton2 Processor,2.5 GHz
a1.2xlarge,16,8,0,,0,AWS Graviton Processor,2.3 GHz
c7a.xlarge,8,4,0,,0,AMD EPYC 9R14 Processor,Up to 3.7 GHz
m5ad.xlarge,16,4,0,,0,AMD EPYC 7571,2.5 GHz
c3.xlarge,7.5,4,0,,0,Intel Xeon E5-2680 v2 (Ivy Bridge),2.8 GHz
m7gd.xlarge,16,4,0,,0,AWS Graviton3 Processor,2.5 GHz
r7g.xlarge,32,4,0,,0,AWS Graviton3 Processor,2.5 GHz
c5n.xlarge,10.5,4,0,,0,Intel Xeon Platinum 8124M,3 GHz
i3en.large,16,2,0,,0,Intel Xeon Platinum 8175,3.1 GHz
r5a.xlarge,32,4,0,,0,AMD EPYC 7571,2.5 GHz
m5d.xlarge,16,4,0,,0,Intel Xeon Platinum 8175,3.1 GHz
r6a.xlarge,32,4,0,,0,AMD EPYC 7R13 Processor,3.6 GHz
c6in.xlarge,8,4,0,,0,Intel Xeon 8375C (Ice Lake),3.5 GHz
inf1.xlarge,8,4,1,AWS Inferentia,0,Intel Xeon Platinum 8275CL (Cascade Lake),unknown
r6gd.xlarge,32,4,0,,0,AWS Graviton2 Processor,2.5 GHz
m7a.xlarge,16,4,0,,0,AMD EPYC 9R14 Processor,Up to 3.7 GHz
r8g.xlarge,32,4,0,,0,AWS Graviton4 Processor,2.7 GHz
m6id.xlarge,16,4,0,,0,Intel Xeon 8375C (Ice Lake),3.5 GHz
m5n.xlarge,16,4,0,,0,Intel Xeon Platinum 8259 (Cascade Lake),3.1 GHz
m2.xlarge,17.1,2,0,,0,Intel Xeon Family,unknown
c7gn.xlarge,8,4,0,,0,AWS Graviton3 Processor,2.6 GHz
r6i.xlarge,32,4,0,,0,Intel Xeon 8375C (Ice Lake),3.5 GHz
r5.xlarge,32,4,0,,0,Intel Xeon Platinum 8175,3.1 GHz
i7ie.large,16,2,0,,0,Intel Xeon Scalable (Emerald Rapids),4 GHz
r5ad.xlarge,32,4,0,,0,AMD EPYC 7571,2.5 GHz
r7i.xlarge,32,4,0,,0,Intel Xeon Scalable (Sapphire Rapids),3.2 GHz
r4.xlarge,30.5,4,0,,0,Intel Xeon E5-2686 v4 (Broadwell),2.3 GHz
m3.xlarge,15,4,0,,0,Intel Xeon E5-2670 v2 (Ivy Bridge/Sandy Bridge),2.5 GHz
t4g.2xlarge,32,8,0,,0,AWS Graviton2 Processor,2.5 GHz
m5dn.xlarge,16,4,0,,0,Intel Xeon Platinum 8259 (Cascade Lake),3.1 GHz
c6g.2xlarge,16,8,0,,0,AWS Graviton2 Processor,2.5 GHz
r7gd.xlarge,32,4,0,,0,AWS Graviton3 Processor,2.5 GHz
m6in.xlarge,16,4,0,,0,Intel Xeon 8375C (Ice Lake),3.5 GHz
r5d.xlarge,32,4,0,,0,Intel Xeon Platinum 8175,3.1 GHz
is4gen.large,12,2,0,,0,AWS Graviton2 Processor,2.5 GHz
c7g.2xlarge,16,8,0,,0,AWS Graviton3 Processor,2.5 GHz
r5n.xlarge,32,4,0,,0,Intel Xeon Platinum 8259 (Cascade Lake),2.5 GHz
r5b.xlarge,32,4,0,,0,Intel Xeon Platinum 8259 (Cascade Lake),3.1 GHz
t3a.2xlarge,32,8,0,,0,AMD EPYC 7571,2.5 GHz
r6id.xlarge,32,4,0,,0,Intel Xeon 8375C (Ice Lake),3.5 GHz
r7a.xlarge,32,4,0,,0,AMD EPYC 9R14 Processor,Up to 3.7 GHz
c6a.2xlarge,16,8,0,,0,AMD EPYC 7R13 Processor,3.6 GHz
c6gd.2xlarge,16,8,0,,0,AWS Graviton2 Processor,2.5 GHz
m6g.2xlarge,32,8,0,,0,AWS Graviton2 Processor,unknown
c5a.2xlarge,16,8,0,,0,AMD EPYC 7R32,3.3 GHz
i4g.xlarge,32,4,0,,0,AWS Graviton2 Processor,2.5 GHz
i3.xlarge,30.5,4,0,,0,Intel Xeon E5-2686 v4 (Broadwell),2.3 GHz
m6idn.xlarge,16,4,0,,0,Intel Xeon 8375C (Ice Lake),3.5 GHz
c8g.2xlarge,16,8,0,,0,AWS Graviton4 Processor,2.7 GHz
m7g.2xlarge,32,8,0,,0,AWS Graviton3 Processor,2.5 GHz
m5zn.xlarge,16,4,0,,0,Intel Xeon Platinum 8252,4.5 GHz
t3.2xlarge,32,8,0,,0,Intel Skylake E5 2686 v5,3.1 GHz
r3.xlarge,30.5,4,0,,0,Intel Xeon E5-2670 v2 (Ivy Bridge),2.5 GHz
r5dn.xlarge,32,4,0,,0,Intel Xeon Platinum 8259 (Cascade Lake),3.1 GHz
x2gd.xlarge,64,4,0,,0,AWS Graviton2 Processor,2.5 GHz
c7i-flex.2xlarge,16,8,0,,0,Intel Xeon Scalable (Sapphire Rapids),3.2 GHz
c5.2xlarge,16,8,0,,0,Intel Xeon Platinum 8124M,3.4 GHz
c6i.2xlarge,16,8,0,,0,Intel Xeon 8375C (Ice Lake),3.5 GHz
i4i.xlarge,32,4,0,,0,Intel Xeon 8375C (Ice Lake),3.5 GHz
i8g.xlarge,32,4,0,,0,AWS Graviton4 Processor,2.7 GHz
c5ad.2xlarge,16,8,0,,0,AMD EPYC 7R32,3.3 GHz
m5a.2xlarge,32,8,0,,0,AMD EPYC 7571,2.5 GHz
m6a.2xlarge,32,8,0,,0,AMD EPYC 7R13 Processor,3.6 GHz
c6gn.2xlarge,16,8,0,,0,AWS Graviton2 Processor,2.5 GHz
r6in.xlarge,32,4,0,,0,Intel Xeon 8375C (Ice Lake),3.5 GHz
m1.xlarge,15,4,0,,0,Intel Xeon Family,unknown
c7i.2xlarge,16,8,0,,0,Intel Xeon Scalable (Sapphire Rapids),3.2 GHz
m8g.2xlarge,32,8,0,,0,AWS Graviton4 Processor,2.7 GHz
m6gd.2xlarge,32,8,0,,0,AWS Graviton2 Processor,2.5 GHz
inf1.2xlarge,16,8,1,AWS Inferentia,0,Intel Xeon Platinum 8275CL (Cascade Lake),unknown
c7gd.2xlarge,16,8,0,,0,AWS Graviton3 Processor,2.5 GHz
im4gn.xlarge,16,4,0,,0,AWS Graviton2 Processor,2.5 GHz
t2.2xlarge,32,8,0,,0,Intel Xeon Family,Up to 3.3 GHz
r7iz.xlarge,32,4,0,,0,Intel Xeon Scalable (Sapphire Rapids),3.9 GHz
z1d.xlarge,32,4,0,,0,Intel Xeon Platinum 8151,4 GHz
g4ad.xlarge,16,4,1,AMD Radeon Pro V520,8,AMD EPYC 7R32,2.8 GHz
m7i-flex.2xlarge,32,8,0,,0,Intel Xeon Scalable (Sapphire Rapids),3.5 GHz
m6i.2xlarge,32,8,0,,0,Intel Xeon 8375C (Ice Lake),3.5 GHz
c5d.2xlarge,16,8,0,,0,Intel Xeon Platinum 8124M,3.4 GHz
m5.2xlarge,32,8,0,,0,Intel Xeon Platinum 8175,3.1 GHz
r6idn.xlarge,32,4,0,,0,Intel Xeon 8375C (Ice Lake),3.5 GHz
x8g.xlarge,64,4,0,,0,AWS Graviton4 Processor,2.7 GHz
c4.2xlarge,15,8,0,,0,Intel Xeon E5-2666 v3 (Haswell),2.9 GHz
m4.2xlarge,32,8,0,,0,Intel Xeon E5-2676 v3 (Haswell),2.4 GHz
c6id.2xlarge,16,8,0,,0,Intel Xeon 8375C (Ice Lake),3.5 GHz
m7i.2xlarge,32,8,0,,0,Intel Xeon Scalable (Sapphire Rapids),3.2 GHz
r6g.2xlarge,64,8,0,,0,AWS Graviton2 Processor,2.5 GHz
a1.4xlarge,32,16,0,,0,AWS Graviton Processor,2.3 GHz
a1.metal,32,16,0,,0,AWS Graviton Processor,2.3 GHz
c7a.2xlarge,16,8,0,,0,AMD EPYC 9R14 Processor,Up to 3.7 GHz
m5ad.2xlarge,32,8,0,,0,AMD EPYC 7571,2.5 GHz
c3.2xlarge,15,8,0,,0,Intel Xeon E5-2680 v2 (Ivy Bridge),2.8 GHz
g5g.xlarge,8,4,1,NVIDIA T4G Tensor Core,16,AWS Graviton2 Processor,2.5 GHz
m7gd.2xlarge,32,8,0,,0,AWS Graviton3 Processor,2.5 GHz
r7g.2xlarge,64,8,0,,0,AWS Graviton3 Processor,2.5 GHz
c5n.2xlarge,21,8,0,,0,Intel Xeon Platinum 8124M,3 GHz
m5d.2xlarge,32,8,0,,0,Intel Xeon Platinum 8175,3.1 GHz
i3en.xlarge,32,4,0,,0,Intel Xeon Platinum 8175,3.1 GHz
r5a.2xlarge,64,8,0,,0,AMD EPYC 7571,2.5 GHz
c6in.2xlarge,16,8,0,,0,Intel Xeon 8375C (Ice Lake),3.5 GHz
r6a.2xlarge,64,8,0,,0,AMD EPYC 7R13 Processor,3.6 GHz
r6gd.2xlarge,64,8,0,,0,AWS Graviton2 Processor,2.5 GHz
m7a.2xlarge,32,8,0,,0,AMD EPYC 9R14 Processor,Up to 3.7 GHz
h1.2xlarge,32,8,0,,0,Intel Xeon E5-2686 v4 (Broadwell),2.3 GHz
r8g.2xlarge,64,8,0,,0,AWS Graviton4 Processor,2.7 GHz
m6id.2xlarge,32,8,0,,0,Intel Xeon 8375C (Ice Lake),3.5 GHz
m5n.2xlarge,32,8,0,,0,Intel Xeon Platinum 8259 (Cascade Lake),3.1 GHz
m2.2xlarge,34.2,4,0,,0,Intel Xeon Family,unknown
d3.xlarge,32,4,0,,0,Intel Xeon Platinum 8259 (Cascade Lake),3.1 GHz
c7gn.2xlarge,16,8,0,,0,AWS Graviton3 Processor,2.6 GHz
r5.2xlarge,64,8,0,,0,Intel Xeon Platinum 8175,3.1 GHz
r6i.2xlarge,64,8,0,,0,Intel Xeon 8375C (Ice Lake),3.5 GHz
i7ie.xlarge,32,4,0,,0,Intel Xeon Scalable (Emerald Rapids),4 GHz
c1.xlarge,7,8,0,,0,Intel Xeon Family,unknown
r5ad.2xlarge,64,8,0,,0,AMD EPYC 7571,2.5 GHz
g4dn.xlarge,16,4,1,NVIDIA T4 Tensor Core,16,Intel Xeon Family,2.5 GHz
d3en.xlarge,16,4,0,,0,Intel Xeon Platinum 8259 (Cascade Lake),3.1 GHz
r7i.2xlarge,64,8,0,,0,Intel Xeon Scalable (Sapphire Rapids),3.2 GHz
r4.2xlarge,61,8,0,,0,Intel Xeon E5-2686 v4 (Broadwell),2.3 GHz
m3.2xlarge,30,8,0,,0,Intel Xeon E5-2670 v2 (Ivy Bridge/Sandy Bridge),2.5 GHz
g4ad.2xlarge,32,8,1,AMD Radeon Pro V520,8,AMD EPYC 7R32,2.8 GHz
m5dn.2xlarge,32,8,0,,0,Intel Xeon Platinum 8259 (Cascade Lake),3.1 GHz
c6g.4xlarge,32,16,0,,0,AWS Graviton2 Processor,2.5 GHz
r7gd.2xlarge,64,8,0,,0,AWS Graviton3 Processor,2.5 GHz
g5g.2xlarge,16,8,1,NVIDIA T4G Tensor Core,16,AWS Graviton2 Processor,2.5 GHz
m6in.2xlarge,32,8,0,,0,Intel Xeon 8375C (Ice Lake),3.5 GHz
r5d.2xlarge,64,8,0,,0,Intel Xeon Platinum 8175,3.1 GHz
is4gen.xlarge,24,4,0,,0,AWS Graviton2 Processor,2.5 GHz
c7g.4xlarge,32,16,0,,0,AWS Graviton3 Processor,2.5 GHz
r5b.2xlarge,64,8,0,,0,Intel Xeon Platinum 8259 (Cascade Lake),3.1 GHz
r5n.2xlarge,64,8,0,,0,Intel Xeon Platinum 8259 (Cascade Lake),2.5 GHz
r6id.2xlarge,64,8,0,,0,Intel Xeon 8375C (Ice Lake),3.5 GHz
r7a.2xlarge,64,8,0,,0,AMD EPYC 9R14 Processor,Up to 3.7 GHz
c6a.4xlarge,32,16,0,,0,AMD EPYC 7R13 Processor,3.6 GHz
c6gd.4xlarge,32,16,0,,0,AWS Graviton2 Processor,2.5 GHz
m6g.4xlarge,64,16,0,,0,AWS Graviton2 Processor,unknown
c5a.4xlarge,32,16,0,,0,AMD EPYC 7R32,3.3 GHz
i4g.2xlarge,64,8,0,,0,AWS Graviton2 Processor,2.5 GHz
i3.2xlarge,61,8,0,,0,Intel Xeon E5-2686 v4 (Broadwell),2.3 GHz
m6idn.2xlarge,32,8,0,,0,Intel Xeon 8375C (Ice Lake),3.5 GHz
c8g.4xlarge,32,16,0,,0,AWS Graviton4 Processor,2.7 GHz
g2.2xlarge,15,8,1,NVIDIA GRID K520,4,Intel Xeon E5-2670 (Sandy Bridge),2.6 GHz
vt1.3xlarge,24,12,0,,0,Intel Xeon Platinum 8259CL,2.5 GHz
m7g.4xlarge,64,16,0,,0,AWS Graviton3 Processor,2.5 GHz
m5zn.2xlarge,32,8,0,,0,Intel Xeon Platinum 8252,4.5 GHz
r3.2xlarge,61,8,0,,0,Intel Xeon E5-2670 v2 (Ivy Bridge),2.5 GHz
r5dn.2xlarge,64,8,0,,0,Intel Xeon Platinum 8259 (Cascade Lake),3.1 GHz
x2gd.2xlarge,128,8,0,,0,AWS Graviton2 Processor,2.5 GHz
c7i-flex.4xlarge,32,16,0,,0,Intel Xeon Scalable (Sapphire Rapids),3.2 GHz
c5.4xlarge,32,16,0,,0,Intel Xeon Platinum 8124M,3.4 GHz
c6i.4xlarge,32,16,0,,0,Intel Xeon 8375C (Ice Lake),3.5 GHz
i4i.2xlarge,64,8,0,,0,Intel Xeon 8375C (Ice Lake),3.5 GHz
i8g.2xlarge,64,8,0,,0,AWS Graviton4 Processor,2.7 GHz
c5ad.4xlarge,32,16,0,,0,AMD EPYC 7R32,3.3 GHz
m5a.4xlarge,64,16,0,,0,AMD EPYC 7571,2.5 GHz
d2.xlarge,30.5,4,0,,0,Intel Xeon E5-2676 v3 (Haswell),2.4 GHz
c6gn.4xlarge,32,16,0,,0,AWS Graviton2 Processor,2.5 GHz
m6a.4xlarge,64,16,0,,0,AMD EPYC 7R13 Processor,3.6 GHz
r6in.2xlarge,64,8,0,,0,Intel Xeon 8375C (Ice Lake),3.5 GHz
c7i.4xlarge,32,16,0,,0,Intel Xeon Scalable (Sapphire Rapids),3.2 GHz
m8g.4xlarge,64,16,0,,0,AWS Graviton4 Processor,2.7 GHz
m6gd.4xlarge,64,16,0,,0,AWS Graviton2 Processor,2.5 GHz
c7gd.4xlarge,32,16,0,,0,AWS Graviton3 Processor,2.5 GHz
im4gn.2xlarge,32,8,0,,0,AWS Graviton2 Processor,2.5 GHz
z1d.2xlarge,64,8,0,,0,Intel Xeon Platinum 8151,4 GHz
r7iz.2xlarge,64,8,0,,0,Intel Xeon Scalable (Sapphire Rapids),3.9 GHz
g3s.xlarge,30.5,4,1,NVIDIA Tesla M60,8,Intel Xeon E5-2686 v4 (Broadwell),2.3 GHz
g4dn.2xlarge,32,8,1,NVIDIA T4 Tensor Core,16,Intel Xeon Family,2.5 GHz
inf2.xlarge,16,4,1,AWS Inferentia2,32,AMD EPYC 7R13 Processor,2.95 GHz
m7i-flex.4xlarge,64,16,0,,0,Intel Xeon Scalable (Sapphire Rapids),3.5 GHz
m5.4xlarge,64,16,0,,0,Intel Xeon Platinum 8175,3.1 GHz
c5d.4xlarge,32,16,0,,0,Intel Xeon Platinum 8124M,3.4 GHz
m6i.4xlarge,64,16,0,,0,Intel Xeon 8375C (Ice Lake),3.5 GHz
r6idn.2xlarge,64,8,0,,0,Intel Xeon 8375C (Ice Lake),3.5 GHz
x8g.2xlarge,128,8,0,,0,AWS Graviton4 Processor,2.7 GHz
